,precision,recall,f1-score,support
NOT,0.891566265060241,0.9782904542803448,0.9329172202824213,15431.0
Readmitted,0.11842105263157894,0.023923444976076555,0.039805395842547546,1881.0
micro avg,0.8745956561922366,0.8745956561922366,0.8745956561922366,17312.0
macro avg,0.50499365884591,0.5011069496282107,0.4863613080624844,17312.0
weighted avg,0.8075617511636194,0.8745956561922366,0.8358779791911897,17312.0
samples avg,0.8745956561922366,0.8745956561922366,0.8745956561922366,17312.0
