,precision,recall,f1-score,support
NOT,0.8924277456647399,0.9993527089131983,0.942868484533879,15449.0
Readmitted,0.16666666666666666,0.0010735373054213634,0.0021333333333333334,1863.0
micro avg,0.8919246765249538,0.8919246765249538,0.8919246765249538,17312.0
macro avg,0.5295472061657033,0.5002131231093098,0.47250090893360613,17312.0
weighted avg,0.8143262617129486,0.8919246765249538,0.8416329492585429,17312.0
samples avg,0.8919246765249538,0.8919246765249538,0.8919246765249538,17312.0
