,precision,recall,f1-score,support
NOT,0.8944418765888607,0.9997416855020989,0.94416491324368,15485.0
Readmitted,0.0,0.0,0.0,1827.0
micro avg,0.894235212569316,0.894235212569316,0.894235212569316,17312.0
macro avg,0.4472209382944303,0.4998708427510494,0.47208245662184,17312.0
weighted avg,0.8000480856618823,0.894235212569316,0.8445236646013393,17312.0
samples avg,0.894235212569316,0.894235212569316,0.894235212569316,17312.0
