,precision,recall,f1-score,support
NOT,0.892097966728281,1.0,0.9429722798876542,15444.0
Readmitted,0.0,0.0,0.0,1868.0
micro avg,0.892097966728281,0.892097966728281,0.8920979667282809,17312.0
macro avg,0.4460489833641405,0.5,0.4714861399438271,17312.0
weighted avg,0.7958387822407331,0.892097966728281,0.8412236535689077,17312.0
samples avg,0.892097966728281,0.892097966728281,0.892097966728281,17312.0
