,precision,recall,f1-score,support
NOT,0.8932769702935897,0.997478176527643,0.9425062626015763,15465.0
Readmitted,0.09302325581395349,0.002165674066053059,0.004232804232804233,1847.0
micro avg,0.8912892791127541,0.8912892791127541,0.8912892791127542,17312.0
macro avg,0.49315011305377154,0.49982192529684805,0.4733695334171903,17312.0
weighted avg,0.8078987002702598,0.8912892791127541,0.8424028038673388,17312.0
samples avg,0.8912892791127541,0.8912892791127541,0.8912892791127541,17312.0
