,precision,recall,f1-score,support
NOT,0.8955215255706444,0.9995485036119711,0.9446798134658173,15504.0
Readmitted,0.0,0.0,0.0,1808.0
micro avg,0.895159426987061,0.895159426987061,0.895159426987061,17312.0
macro avg,0.4477607627853222,0.49977425180598556,0.47233990673290865,17312.0
weighted avg,0.8019966342679801,0.895159426987061,0.8460210159411986,17312.0
samples avg,0.895159426987061,0.895159426987061,0.895159426987061,17312.0
