,precision,recall,f1-score,support
NOT,0.8911283276052893,0.9913809863262264,0.9385851892754157,15431.0
Readmitted,0.08275862068965517,0.006379585326953748,0.011846001974333662,1881.0
micro avg,0.8843576709796673,0.8843576709796673,0.8843576709796673,17312.0
macro avg,0.4869434741474722,0.49888028582659005,0.47521559562487464,17312.0
weighted avg,0.803296568206704,0.8843576709796673,0.8378922357568543,17312.0
samples avg,0.8843576709796673,0.8843576709796673,0.8843576709796673,17312.0
