,precision,recall,f1-score,support
NOT,0.889868863873738,0.9956501980133741,0.939792260318044,15403.0
Readmitted,0.14102564102564102,0.005762179151388162,0.011071967790639155,1909.0
micro avg,0.8864949168207024,0.8864949168207024,0.8864949168207024,17312.0
macro avg,0.5154472524496895,0.5007061885823811,0.47543211405434155,17312.0
weighted avg,0.8072936725372652,0.8864949168207024,0.8373819646598406,17312.0
samples avg,0.8864949168207024,0.8864949168207024,0.8864949168207024,17312.0
