,precision,recall,f1-score,support
NOT,0.8932470683380509,1.0,0.943613840239214,15463.0
Readmitted,1.0,0.0005408328826392645,0.001081081081081081,1849.0
micro avg,0.8932532347504621,0.8932532347504621,0.893253234750462,17312.0
macro avg,0.9466235341690254,0.5002704164413196,0.47234746066014754,17312.0
weighted avg,0.9046487648862801,0.8932532347504621,0.8429470731595359,17312.0
samples avg,0.8932532347504621,0.8932532347504621,0.8932532347504621,17312.0
