,precision,recall,f1-score,support
NOT,0.8956069364161849,0.9992261060234748,0.9445833079314759,15506.0
Readmitted,0.0,0.0,0.0,1806.0
micro avg,0.8949861367837338,0.8949861367837338,0.8949861367837338,17312.0
macro avg,0.44780346820809247,0.4996130530117374,0.47229165396573797,17312.0
weighted avg,0.8021765917322877,0.8949861367837338,0.8460437137699552,17312.0
samples avg,0.8949861367837338,0.8949861367837338,0.8949861367837338,17312.0
