,precision,recall,f1-score,support
NOT,0.8918934535159184,0.9997409326424871,0.9427428466729777,15440.0
Readmitted,0.2,0.0005341880341880342,0.0010655301012253598,1872.0
micro avg,0.8916936229205176,0.8916936229205176,0.8916936229205176,17312.0
macro avg,0.5459467267579592,0.5001375603383376,0.4719041883871015,17312.0
weighted avg,0.8170768785978384,0.8916936229205176,0.8409163715908197,17312.0
samples avg,0.8916936229205176,0.8916936229205176,0.8916936229205176,17312.0
