,precision,recall,f1-score,support
NOT,0.8896208969024503,0.9994805869367615,0.941356326056381,15402.0
Readmitted,0.0,0.0,0.0,1910.0
micro avg,0.8892097966728281,0.8892097966728281,0.8892097966728281,17312.0
macro avg,0.44481044845122514,0.4997402934683807,0.4706781630281905,17312.0
weighted avg,0.791470717080149,0.8892097966728281,0.8374982748336633,17312.0
samples avg,0.8892097966728281,0.8892097966728281,0.8892097966728281,17312.0
