,precision,recall,f1-score,support
NOT,0.889152033271719,1.0,0.9413239565815624,15393.0
Readmitted,0.0,0.0,0.0,1919.0
micro avg,0.889152033271719,0.889152033271719,0.889152033271719,17312.0
macro avg,0.4445760166358595,0.5,0.4706619782907812,17312.0
weighted avg,0.7905913382712321,0.889152033271719,0.8369801099618757,17312.0
samples avg,0.889152033271719,0.889152033271719,0.889152033271719,17312.0
