,precision,recall,f1-score,support
NOT,0.8903237014303087,0.9975345487575423,0.940884890765559,15413.0
Readmitted,0.11627906976744186,0.0026329647182727752,0.005149330587023687,1899.0
micro avg,0.8884011090573013,0.8884011090573013,0.8884011090573013,17312.0
macro avg,0.5033013855988753,0.5000837567379075,0.4730171106762914,17312.0
weighted avg,0.8054166568642398,0.8884011090573013,0.8382415318943115,17312.0
samples avg,0.8884011090573013,0.8884011090573013,0.8884011090573013,17312.0
