,precision,recall,f1-score,support
NOT,0.8909300982091277,0.9998703319502075,0.9422618683937191,15424.0
Readmitted,0.0,0.0,0.0,1888.0
micro avg,0.8908271719038817,0.8908271719038817,0.8908271719038816,17312.0
macro avg,0.44546504910456386,0.49993516597510373,0.47113093419685953,17312.0
weighted avg,0.7937676660569307,0.8908271719038817,0.8395013319145519,17312.0
samples avg,0.8908271719038817,0.8908271719038817,0.8908271719038817,17312.0
