,precision,recall,f1-score,support
NOT,0.8918544194107453,0.9998704663212435,0.9427786259541985,15440.0
Readmitted,0.0,0.0,0.0,1872.0
micro avg,0.8917513863216266,0.8917513863216266,0.8917513863216266,17312.0
macro avg,0.44592720970537264,0.4999352331606218,0.47138931297709924,17312.0
weighted avg,0.7954154479957202,0.8917513863216266,0.8408330628889108,17312.0
samples avg,0.8917513863216266,0.8917513863216266,0.8917513863216266,17312.0
