,precision,recall,f1-score,support
NOT,0.8905858788182274,0.9234164070612668,0.9067040530206474,15408.0
Readmitted,0.11676646706586827,0.0819327731092437,0.0962962962962963,1904.0
micro avg,0.8308687615526802,0.8308687615526802,0.8308687615526802,17312.0
macro avg,0.5036761729420478,0.5026745900852553,0.5015001746584719,17312.0
weighted avg,0.8054800470266094,0.8308687615526802,0.8175741795916291,17312.0
samples avg,0.8308687615526802,0.8308687615526802,0.8308687615526802,17312.0
