,precision,recall,f1-score,support
NOT,0.8883041627246925,0.9763436667316566,0.9302455184371033,15387.0
Readmitted,0.09,0.0187012987012987,0.03096774193548387,1925.0
micro avg,0.8698590573012939,0.8698590573012939,0.8698590573012939,17312.0
macro avg,0.4891520813623462,0.49752248271647764,0.4806066301862936,17312.0
weighted avg,0.7995370928745866,0.8698590573012939,0.8302507333304943,17312.0
samples avg,0.8698590573012939,0.8698590573012939,0.8698590573012939,17312.0
