,precision,recall,f1-score,support
NOT,0.8934809348093481,0.93977618215926,0.9160440114757715,15459.0
Readmitted,0.1150190114068441,0.0652995143011333,0.08330464716006884,1853.0
micro avg,0.8461760628465804,0.8461760628465804,0.8461760628465804,17312.0
macro avg,0.504249973108096,0.5025378482301966,0.49967432931792016,17312.0
weighted avg,0.8101578095745491,0.8461760628465804,0.8269112687495125,17312.0
samples avg,0.8461760628465804,0.8461760628465804,0.8461760628465804,17312.0
