,precision,recall,f1-score,support
NOT,0.8888503755054882,0.9998700285937094,0.9410973148204783,15388.0
Readmitted,0.0,0.0,0.0,1924.0
micro avg,0.8887476894639557,0.8887476894639557,0.8887476894639557,17312.0
macro avg,0.4444251877527441,0.4999350142968547,0.47054865741023916,17312.0
weighted avg,0.7900664035512045,0.8887476894639557,0.8365067860707902,17312.0
samples avg,0.8887476894639557,0.8887476894639557,0.8887476894639557,17312.0
