,precision,recall,f1-score,support
NOT,0.8908656089594027,0.9902742657070609,0.9379433168544845,15423.0
Readmitted,0.10714285714285714,0.009528851244044468,0.017501215362177927,1889.0
micro avg,0.8832601663585952,0.8832601663585952,0.8832601663585953,17312.0
macro avg,0.4990042330511299,0.4999015584755527,0.47772226610833124,17312.0
weighted avg,0.8053496501919897,0.8832601663585952,0.8375092174021411,17312.0
samples avg,0.8832601663585952,0.8832601663585952,0.8832601663585952,17312.0
