,precision,recall,f1-score,support
NOT,0.8872365339578454,0.9868455326908049,0.9343938833394994,15356.0
Readmitted,0.12931034482758622,0.015337423312883436,0.027422303473491776,1956.0
micro avg,0.8770794824399261,0.8770794824399261,0.8770794824399261,17312.0
macro avg,0.5082734393927159,0.5010914780018442,0.48090809340649554,17312.0
weighted avg,0.8016020823671114,0.8770794824399261,0.83191950659401,17312.0
samples avg,0.8770794824399261,0.8770794824399261,0.8770794824399261,17312.0
