,precision,recall,f1-score,support
NOT,0.8982610202784679,0.999871382636656,0.9463465108493868,15550.0
Readmitted,0.3333333333333333,0.0005675368898978433,0.0011331444759206798,1762.0
micro avg,0.898163123844732,0.898163123844732,0.898163123844732,17312.0
macro avg,0.6157971768059006,0.5002194597632769,0.47373982766265377,17312.0
weighted avg,0.8407631815309329,0.898163123844732,0.8501435330565237,17312.0
samples avg,0.898163123844732,0.898163123844732,0.898163123844732,17312.0
