,precision,recall,f1-score,support
NOT,0.8892280071813286,0.964807480033764,0.9254772507863349,15401.0
Readmitted,0.09966777408637874,0.03139717425431711,0.047751691205730196,1911.0
micro avg,0.8617721811460258,0.8617721811460258,0.8617721811460258,17312.0
macro avg,0.49444789063385364,0.49810232714404057,0.48661447099603256,17312.0
weighted avg,0.8020717222087981,0.8617721811460258,0.8285887604698762,17312.0
samples avg,0.8617721811460258,0.8617721811460258,0.8617721811460258,17312.0
