,precision,recall,f1-score,support
NOT,0.8910582255083179,1.0,0.9423911051377604,15426.0
Readmitted,0.0,0.0,0.0,1886.0
micro avg,0.8910582255083179,0.8910582255083179,0.8910582255083179,17312.0
macro avg,0.44552911275415896,0.5,0.4711955525688802,17312.0
weighted avg,0.7939847612460323,0.8910582255083179,0.8397253458788754,17312.0
samples avg,0.8910582255083179,0.8910582255083179,0.8910582255083179,17312.0
