,precision,recall,f1-score,support
NOT,0.892190300017342,0.999287795403043,0.9427070608355729,15445.0
Readmitted,0.15384615384615385,0.0010712372790573112,0.002127659574468085,1867.0
micro avg,0.8916358595194085,0.8916358595194085,0.8916358595194085,17312.0
macro avg,0.5230182269317479,0.5001795163410502,0.47241736020502045,17312.0
weighted avg,0.8125641146602713,0.8916358595194085,0.8412709620512335,17312.0
samples avg,0.8916358595194085,0.8916358595194085,0.8916358595194085,17312.0
