,precision,recall,f1-score,support
NOT,0.8928468166310067,0.9988355544054859,0.9428719733748588,15458.0
Readmitted,0.05263157894736842,0.0005393743257820927,0.0010678056593699946,1854.0
micro avg,0.8919246765249538,0.8919246765249538,0.8919246765249538,17312.0
macro avg,0.4727391977891876,0.499687464365634,0.47196988951711444,17312.0
weighted avg,0.8028653557561531,0.8919246765249538,0.8420110141012616,17312.0
samples avg,0.8919246765249538,0.8919246765249538,0.8919246765249538,17312.0
