,precision,recall,f1-score,support
NOT,0.8946542707728065,0.9941886743720539,0.9417989417989416,15487.0
Readmitted,0.11764705882352941,0.006575342465753425,0.012454592631032694,1825.0
micro avg,0.8900762476894639,0.8900762476894639,0.8900762476894639,17312.0
macro avg,0.506150664798168,0.5003820084189037,0.47712676721498715,17312.0
weighted avg,0.8127435636443735,0.8900762476894639,0.8438291268017469,17312.0
samples avg,0.8900762476894639,0.8900762476894639,0.8900762476894639,17312.0
