,precision,recall,f1-score,support
NOT,0.8898717122605588,0.9861084063615709,0.9355216159625571,15405.0
Readmitted,0.11203319502074689,0.01415836392239119,0.025139664804469275,1907.0
micro avg,0.879043438077634,0.879043438077634,0.879043438077634,17312.0
macro avg,0.5009524536406529,0.500133385141981,0.4803306403835132,17312.0
weighted avg,0.8041890613608175,0.879043438077634,0.8352386688242441,17312.0
samples avg,0.879043438077634,0.879043438077634,0.879043438077634,17312.0
