,precision,recall,f1-score,support
NOT,0.8898566180827112,0.974943200259656,0.9304587553820896,15405.0
Readmitted,0.11059907834101383,0.025170424750917672,0.04100811618966253,1907.0
micro avg,0.8703211645101664,0.8703211645101664,0.8703211645101664,17312.0
macro avg,0.5002278482118625,0.5000568125052868,0.485733435785876,17312.0
weighted avg,0.8040176550346857,0.8703211645101664,0.8324814928508997,17312.0
samples avg,0.8703211645101664,0.8703211645101664,0.8703211645101664,17312.0
